link, map
https://gggreplays.com/matches/160305, Acid Plant LE
https://gggreplays.com/matches/158199, Blueshift LE
https://gggreplays.com/matches/158186, Cerulean Fall LE
https://gggreplays.com/matches/158200, Cerulean Fall LE
https://gggreplays.com/matches/158184, Fracture LE
https://gggreplays.com/matches/160307, Cerulean Fall LE
https://gggreplays.com/matches/158179, Blueshift LE
https://gggreplays.com/matches/158306, Fracture LE
https://gggreplays.com/matches/158177, Cerulean Fall LE
https://gggreplays.com/matches/158170, Blueshift LE
https://gggreplays.com/matches/158181, Lost and Found LE (Test)
https://gggreplays.com/matches/158178, Fracture LE
https://gggreplays.com/matches/158171, Blueshift LE
https://gggreplays.com/matches/160309, Fracture LE
https://gggreplays.com/matches/158214, Fracture LE
https://gggreplays.com/matches/160311, Blueshift LE
https://gggreplays.com/matches/160312, Lost and Found LE
https://gggreplays.com/matches/158773, Lost and Found LE
https://gggreplays.com/matches/159102, Lost and Found LE
https://gggreplays.com/matches/158206, Dreamcatcher LE
https://gggreplays.com/matches/159104, Lost and Found LE
https://gggreplays.com/matches/159105, Blueshift LE
https://gggreplays.com/matches/159106, Fracture LE
https://gggreplays.com/matches/159107, Cerulean Fall LE
https://gggreplays.com/matches/159111, Dreamcatcher LE
https://gggreplays.com/matches/159109, Lost and Found LE
https://gggreplays.com/matches/159110, Acid Plant LE
https://gggreplays.com/matches/159678, Blueshift LE
https://gggreplays.com/matches/160313, Lost and Found LE
https://gggreplays.com/matches/158126, Para Site LE
https://gggreplays.com/matches/160315, Lost and Found LE
https://gggreplays.com/matches/158120, Lost and Found LE
https://gggreplays.com/matches/159679, Fracture LE
https://gggreplays.com/matches/158224, Para Site LE
https://gggreplays.com/matches/160314, Cerulean Fall LE
https://gggreplays.com/matches/158119, Lost and Found LE
https://gggreplays.com/matches/159680, Lost and Found LE
https://gggreplays.com/matches/158116, Cerulean Fall LE
https://gggreplays.com/matches/158201, Lost and Found LE
https://gggreplays.com/matches/159681, Lost and Found LE
https://gggreplays.com/matches/158202, Lost and Found LE
https://gggreplays.com/matches/158203, Blueshift LE
https://gggreplays.com/matches/158113, Cerulean Fall LE
https://gggreplays.com/matches/158110, Para Site LE
https://gggreplays.com/matches/159682, Acid Plant LE
https://gggreplays.com/matches/159565, Blueshift LE
https://gggreplays.com/matches/159115, Para Site LE
https://gggreplays.com/matches/159566, Blueshift LE
https://gggreplays.com/matches/159112, Blueshift LE
https://gggreplays.com/matches/159113, Acid Plant LE
https://gggreplays.com/matches/159114, Fracture LE
https://gggreplays.com/matches/159117, Para Site LE
https://gggreplays.com/matches/158081, Para Site LE
https://gggreplays.com/matches/159568, Para Site LE
https://gggreplays.com/matches/159118, Blueshift LE
https://gggreplays.com/matches/159567, Para Site LE
https://gggreplays.com/matches/159122, Lost and Found LE
https://gggreplays.com/matches/158053, Lost and Found LE
https://gggreplays.com/matches/159119, Acid Plant LE
https://gggreplays.com/matches/158054, Para Site LE
https://gggreplays.com/matches/159120, Lost and Found LE
https://gggreplays.com/matches/158048, Lost and Found LE
https://gggreplays.com/matches/158051, Dreamcatcher LE
https://gggreplays.com/matches/158049, Dreamcatcher LE
https://gggreplays.com/matches/158050, Para Site LE
https://gggreplays.com/matches/158057, Acid Plant LE
https://gggreplays.com/matches/158034, Acid Plant LE
https://gggreplays.com/matches/158058, Para Site LE
https://gggreplays.com/matches/158036, Para Site LE
https://gggreplays.com/matches/158035, Para Site LE
https://gggreplays.com/matches/158032, Acid Plant LE
https://gggreplays.com/matches/158029, Acid Plant LE
https://gggreplays.com/matches/158028, Fracture LE
https://gggreplays.com/matches/158026, Cerulean Fall LE
https://gggreplays.com/matches/159684, Blueshift LE
https://gggreplays.com/matches/158017, Para Site LE
https://gggreplays.com/matches/159683, Para Site LE
https://gggreplays.com/matches/158018, Lost and Found LE
https://gggreplays.com/matches/159685, Lost and Found LE
https://gggreplays.com/matches/158019, Acid Plant LE
https://gggreplays.com/matches/158020, Fracture LE
https://gggreplays.com/matches/159121, Acid Plant LE
https://gggreplays.com/matches/159130, Dreamcatcher LE
https://gggreplays.com/matches/158008, Lost and Found LE
https://gggreplays.com/matches/159123, Fracture LE
https://gggreplays.com/matches/158002, Lost and Found LE
https://gggreplays.com/matches/158006, Blueshift LE
https://gggreplays.com/matches/159125, Lost and Found LE
https://gggreplays.com/matches/158000, Para Site LE
https://gggreplays.com/matches/159131, Dreamcatcher LE
https://gggreplays.com/matches/158024, Fracture LE
https://gggreplays.com/matches/157999, Fracture LE
https://gggreplays.com/matches/157997, Dreamcatcher LE
https://gggreplays.com/matches/158021, Cerulean Fall LE
https://gggreplays.com/matches/157995, Dreamcatcher LE
https://gggreplays.com/matches/159128, Dreamcatcher LE
https://gggreplays.com/matches/159134, Para Site LE
https://gggreplays.com/matches/158776, Para Site LE
https://gggreplays.com/matches/159135, Fracture LE
https://gggreplays.com/matches/159149, Blueshift LE
https://gggreplays.com/matches/158832, Acid Plant LE
https://gggreplays.com/matches/157989, Fracture LE
https://gggreplays.com/matches/159156, Lost and Found LE
https://gggreplays.com/matches/157982, Acid Plant LE
https://gggreplays.com/matches/157980, Acid Plant LE
https://gggreplays.com/matches/159141, Acid Plant LE
https://gggreplays.com/matches/157987, Lost and Found LE
https://gggreplays.com/matches/157978, Acid Plant LE
https://gggreplays.com/matches/157988, Fracture LE
https://gggreplays.com/matches/157990, Cerulean Fall LE
https://gggreplays.com/matches/157974, Acid Plant LE
https://gggreplays.com/matches/157970, Acid Plant LE
https://gggreplays.com/matches/157964, Lost and Found LE
https://gggreplays.com/matches/157962, Acid Plant LE
https://gggreplays.com/matches/157968, Lost and Found LE
https://gggreplays.com/matches/157960, Acid Plant LE
https://gggreplays.com/matches/157952, Fracture LE
https://gggreplays.com/matches/158837, Dreamcatcher LE
https://gggreplays.com/matches/158234, Cerulean Fall LE
https://gggreplays.com/matches/157921, Lost and Found LE
https://gggreplays.com/matches/157909, Lost and Found LE
https://gggreplays.com/matches/157910, Cerulean Fall LE
https://gggreplays.com/matches/157911, Blueshift LE
https://gggreplays.com/matches/158233, Blueshift LE
https://gggreplays.com/matches/157915, Blueshift LE
https://gggreplays.com/matches/157914, Cerulean Fall LE
https://gggreplays.com/matches/157917, Cerulean Fall LE
https://gggreplays.com/matches/159687, Cerulean Fall LE
https://gggreplays.com/matches/160150, Dreamcatcher LE
https://gggreplays.com/matches/157884, Fracture LE
https://gggreplays.com/matches/160148, Fracture LE
https://gggreplays.com/matches/157912, Para Site LE
https://gggreplays.com/matches/157881, Cerulean Fall LE
https://gggreplays.com/matches/159688, Para Site LE
https://gggreplays.com/matches/157877, Acid Plant LE
https://gggreplays.com/matches/157859, Lost and Found LE
https://gggreplays.com/matches/159690, Fracture LE
https://gggreplays.com/matches/159693, Fracture LE
https://gggreplays.com/matches/159689, Acid Plant LE
https://gggreplays.com/matches/159691, Blueshift LE
https://gggreplays.com/matches/159692, Blueshift LE
https://gggreplays.com/matches/159574, Blueshift LE
https://gggreplays.com/matches/157833, Cerulean Fall LE
https://gggreplays.com/matches/157828, Acid Plant LE
https://gggreplays.com/matches/157826, Dreamcatcher LE
https://gggreplays.com/matches/157840, Fracture LE
https://gggreplays.com/matches/159573, Lost and Found LE
https://gggreplays.com/matches/159694, Para Site LE
https://gggreplays.com/matches/159695, Para Site LE
https://gggreplays.com/matches/157851, Fracture LE
https://gggreplays.com/matches/157817, Acid Plant LE
https://gggreplays.com/matches/159575, Fracture LE
https://gggreplays.com/matches/159696, Para Site LE
