link, map
https://gggreplays.com/matches/158501, Cerulean Fall LE
https://gggreplays.com/matches/158771, Dreamcatcher LE
https://gggreplays.com/matches/158497, Dreamcatcher LE
https://gggreplays.com/matches/158486, Acid Plant LE
https://gggreplays.com/matches/158484, Lost and Found LE
https://gggreplays.com/matches/158455, Cerulean Fall LE
https://gggreplays.com/matches/158453, Cerulean Fall LE
https://gggreplays.com/matches/158452, Dreamcatcher LE
https://gggreplays.com/matches/158451, Blueshift LE (Test)
https://gggreplays.com/matches/158447, Cerulean Fall LE
https://gggreplays.com/matches/158434, Para Site LE
https://gggreplays.com/matches/158425, Cerulean Fall LE
https://gggreplays.com/matches/158421, Blueshift LE
https://gggreplays.com/matches/158417, Cerulean Fall LE
https://gggreplays.com/matches/158415, Fracture LE
https://gggreplays.com/matches/158414, Acid Plant LE
https://gggreplays.com/matches/159100, Acid Plant LE
https://gggreplays.com/matches/158392, Lost and Found LE
https://gggreplays.com/matches/158393, Lost and Found LE
https://gggreplays.com/matches/158391, Acid Plant LE
https://gggreplays.com/matches/158379, Lost and Found LE
https://gggreplays.com/matches/158376, Acid Plant LE
https://gggreplays.com/matches/158367, Acid Plant LE
https://gggreplays.com/matches/158339, Fracture LE
https://gggreplays.com/matches/158311, Dreamcatcher LE
https://gggreplays.com/matches/158294, Fracture LE
https://gggreplays.com/matches/158283, Cerulean Fall LE
https://gggreplays.com/matches/158299, Fracture LE
https://gggreplays.com/matches/158304, Lost and Found LE
https://gggreplays.com/matches/158302, Dreamcatcher LE
https://gggreplays.com/matches/160300, Cerulean Fall LE
https://gggreplays.com/matches/158300, Para Site LE
https://gggreplays.com/matches/158303, Lost and Found LE
https://gggreplays.com/matches/158212, Para Site LE
https://gggreplays.com/matches/158307, Cerulean Fall LE
https://gggreplays.com/matches/158305, Lost and Found LE
https://gggreplays.com/matches/158185, Dreamcatcher LE
https://gggreplays.com/matches/158308, Para Site LE
https://gggreplays.com/matches/158166, Para Site LE
https://gggreplays.com/matches/158444, Blueshift LE
https://gggreplays.com/matches/158204, Fracture LE
https://gggreplays.com/matches/158111, Acid Plant LE
https://gggreplays.com/matches/158086, Blueshift LE
https://gggreplays.com/matches/158085, Cerulean Fall LE
https://gggreplays.com/matches/158088, Fracture LE
https://gggreplays.com/matches/158436, Acid Plant LE
https://gggreplays.com/matches/158087, Fracture LE
https://gggreplays.com/matches/158440, Acid Plant LE
https://gggreplays.com/matches/158083, Cerulean Fall LE
https://gggreplays.com/matches/158090, Para Site LE
https://gggreplays.com/matches/158439, Acid Plant LE
https://gggreplays.com/matches/158437, Acid Plant LE
https://gggreplays.com/matches/158442, Acid Plant LE
https://gggreplays.com/matches/158082, Acid Plant LE
https://gggreplays.com/matches/158091, Acid Plant LE
https://gggreplays.com/matches/158443, Para Site LE
https://gggreplays.com/matches/158089, Fracture LE
https://gggreplays.com/matches/158080, Acid Plant LE
https://gggreplays.com/matches/158092, Para Site LE
https://gggreplays.com/matches/158094, Fracture LE
https://gggreplays.com/matches/158095, Acid Plant LE
https://gggreplays.com/matches/158047, Blueshift LE
https://gggreplays.com/matches/158098, Fracture LE
https://gggreplays.com/matches/158406, Blueshift LE
https://gggreplays.com/matches/158031, Para Site LE
https://gggreplays.com/matches/158030, Fracture LE
https://gggreplays.com/matches/158025, Cerulean Fall LE
https://gggreplays.com/matches/158022, Blueshift LE
https://gggreplays.com/matches/158001, Blueshift LE
https://gggreplays.com/matches/158023, Lost and Found LE
https://gggreplays.com/matches/157992, Para Site LE
https://gggreplays.com/matches/159133, Dreamcatcher LE
https://gggreplays.com/matches/157986, Cerulean Fall LE
https://gggreplays.com/matches/157981, Acid Plant LE
https://gggreplays.com/matches/157979, Fracture LE
https://gggreplays.com/matches/157966, Fracture LE
https://gggreplays.com/matches/157967, Para Site LE
https://gggreplays.com/matches/157956, Acid Plant LE
https://gggreplays.com/matches/157940, [TLMC TM1] Jungle Depths
https://gggreplays.com/matches/157927,
https://gggreplays.com/matches/157926, Fracture LE
https://gggreplays.com/matches/157906, Blueshift LE
https://gggreplays.com/matches/157897, Acid Plant LE
https://gggreplays.com/matches/157890, Para Site LE
https://gggreplays.com/matches/157886, Acid Plant LE
https://gggreplays.com/matches/158887, Lost and Found LE
https://gggreplays.com/matches/158103, Lost and Found LE
https://gggreplays.com/matches/158109, Para Site LE
https://gggreplays.com/matches/158101, Acid Plant LE
https://gggreplays.com/matches/157853, Lost and Found LE
https://gggreplays.com/matches/158099, Cerulean Fall LE
https://gggreplays.com/matches/157845, Dreamcatcher LE
https://gggreplays.com/matches/158100, Dreamcatcher LE
https://gggreplays.com/matches/159569, Blueshift LE
https://gggreplays.com/matches/157832, Fracture LE
https://gggreplays.com/matches/159570, Acid Plant LE
https://gggreplays.com/matches/158102, Acid Plant LE
https://gggreplays.com/matches/159571, Para Site LE
https://gggreplays.com/matches/157823, Cerulean Fall LE
https://gggreplays.com/matches/159572, Fracture LE
https://gggreplays.com/matches/158104, Dreamcatcher LE
https://gggreplays.com/matches/158105, Lost and Found LE
https://gggreplays.com/matches/158106, Fracture LE
https://gggreplays.com/matches/157808, Para Site LE
https://gggreplays.com/matches/159576, Blueshift LE
https://gggreplays.com/matches/159577, Para Site LE
https://gggreplays.com/matches/157794, Fracture LE
https://gggreplays.com/matches/159581, Dreamcatcher LE
https://gggreplays.com/matches/159582, Para Site LE
https://gggreplays.com/matches/157789, Lost and Found LE
https://gggreplays.com/matches/159586, Cerulean Fall LE
https://gggreplays.com/matches/159585, Para Site LE
https://gggreplays.com/matches/159584, Blueshift LE
https://gggreplays.com/matches/157664, Lost and Found LE
https://gggreplays.com/matches/159590, Blueshift LE
https://gggreplays.com/matches/157428, Blueshift LE
https://gggreplays.com/matches/157426, Cerulean Fall LE
https://gggreplays.com/matches/157422, Acid Plant LE
https://gggreplays.com/matches/159592, Acid Plant LE
https://gggreplays.com/matches/159597, Lost and Found LE
https://gggreplays.com/matches/158410, Para Site LE
https://gggreplays.com/matches/158409, Para Site LE
https://gggreplays.com/matches/158405, Cerulean Fall LE
https://gggreplays.com/matches/158408, Dreamcatcher LE
https://gggreplays.com/matches/157394, Lost and Found LE
https://gggreplays.com/matches/157390, Lost and Found LE
https://gggreplays.com/matches/157378, Fracture LE
https://gggreplays.com/matches/157361, Blueshift LE
https://gggreplays.com/matches/157379, Fracture LE
https://gggreplays.com/matches/157354, Lost and Found LE
https://gggreplays.com/matches/157348, Blueshift LE
https://gggreplays.com/matches/157356, Para Site LE
https://gggreplays.com/matches/157357, Fracture LE
https://gggreplays.com/matches/157344, Cerulean Fall LE
https://gggreplays.com/matches/159147, Cerulean Fall LE
https://gggreplays.com/matches/157298, Lost and Found LE
https://gggreplays.com/matches/157294, Lost and Found LE
https://gggreplays.com/matches/157297, Cerulean Fall LE
https://gggreplays.com/matches/157285, Lost and Found LE
https://gggreplays.com/matches/157279, Fracture LE
https://gggreplays.com/matches/157273, Acid Plant LE
https://gggreplays.com/matches/157271, Lost and Found LE
https://gggreplays.com/matches/157387, Lost and Found LE
https://gggreplays.com/matches/157269, Blueshift LE
https://gggreplays.com/matches/157284, Dreamcatcher LE
https://gggreplays.com/matches/157266, Cerulean Fall LE
https://gggreplays.com/matches/157264, Blueshift LE
https://gggreplays.com/matches/157283, Fracture LE
https://gggreplays.com/matches/158108, Cerulean Fall LE
