,expansion,time_since_played,game_time,map_img,download_link
0,Legacy of the Void,played 1 day ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/95f3ee8a7cb3efb122411968cb3183901eba2a2d2f1a5633f61d42f513dbb40d_100.png,https://gggreplays.com//matches/160226/replay
1,Legacy of the Void,played 1 day ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/29ad84174646a63d9c7c66aeb7ea6bfeae61ec76bb7abc7beae3c9f4f12933e8_100.png,https://gggreplays.com//matches/160222/replay
2,Legacy of the Void,played 1 day ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/416e8115ca67a08192d9f360170b787418f28c0e707d925a57f130e919423ca7_100.png,https://gggreplays.com//matches/160220/replay
3,Legacy of the Void,played 1 day ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/416e8115ca67a08192d9f360170b787418f28c0e707d925a57f130e919423ca7_100.png,https://gggreplays.com//matches/160219/replay
4,Legacy of the Void,played 3 days ago,"11 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/076d65577484ccb9a2e82733108daf84e84458456be96b8d87f8f8a642b65fd4_100.png,https://gggreplays.com//matches/159996/replay
5,Legacy of the Void,played 3 days ago,"13 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/4f007e43dbce876cb5eb9be708061a85c8eabd6c1c487b6a7f9a135677ba789c_100.png,https://gggreplays.com//matches/159071/replay
6,Legacy of the Void,played 6 days ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/afdf0fd1a92c6c425953d3bbdef8504d0723acba859bcec0e0baca2684d229d5_100.png,https://gggreplays.com//matches/158167/replay
7,Legacy of the Void,played 6 days ago,"27 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/a55834138055daca10eadc20af89066a2cd4334def00b0f07a212ef16c01e1a3_100.png,https://gggreplays.com//matches/157908/replay
8,Legacy of the Void,played 6 days ago,"13 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/afdf0fd1a92c6c425953d3bbdef8504d0723acba859bcec0e0baca2684d229d5_100.png,https://gggreplays.com//matches/157893/replay
9,Legacy of the Void,played 7 days ago,"28 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/8540f961f29cada124050ee3df1b97cff2201fc1b0c4a676b7a39763a68cd573_100.png,https://gggreplays.com//matches/157875/replay
10,Legacy of the Void,played 7 days ago,"13 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/ba1c9b88234500f63a237d86069dd17ac55e83a713c45ba23916853831376e18_100.png,https://gggreplays.com//matches/157870/replay
11,Legacy of the Void,played 7 days ago,"12 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/076d65577484ccb9a2e82733108daf84e84458456be96b8d87f8f8a642b65fd4_100.png,https://gggreplays.com//matches/157864/replay
12,Legacy of the Void,played 7 days ago,"17 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/4f007e43dbce876cb5eb9be708061a85c8eabd6c1c487b6a7f9a135677ba789c_100.png,https://gggreplays.com//matches/157226/replay
13,Legacy of the Void,played 8 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/4f007e43dbce876cb5eb9be708061a85c8eabd6c1c487b6a7f9a135677ba789c_100.png,https://gggreplays.com//matches/156896/replay
14,Legacy of the Void,played 8 days ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/a55834138055daca10eadc20af89066a2cd4334def00b0f07a212ef16c01e1a3_100.png,https://gggreplays.com//matches/156881/replay
15,Legacy of the Void,played 9 days ago,"11 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/afdf0fd1a92c6c425953d3bbdef8504d0723acba859bcec0e0baca2684d229d5_100.png,https://gggreplays.com//matches/156593/replay
16,Legacy of the Void,played 9 days ago,"11 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/da0d45aaa0e3d6add3fc87703c0c70f0cc0f88b22bfa442e1a87e25b463fa6ed_100.png,https://gggreplays.com//matches/158905/replay
17,Legacy of the Void,played 9 days ago,"16 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/8f783b079928ba52a4f37fcf6ae60c5291c52a2118c76b00db063847ac0c3f77_100.png,https://gggreplays.com//matches/158907/replay
18,Legacy of the Void,played 10 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/da0d45aaa0e3d6add3fc87703c0c70f0cc0f88b22bfa442e1a87e25b463fa6ed_100.png,https://gggreplays.com//matches/155883/replay
19,Legacy of the Void,played 11 days ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/cf7adbae14ca22232db9d1bb7c0c9bc5a3db502075b214c9e3716c2e6c263018_100.png,https://gggreplays.com//matches/155453/replay
20,Legacy of the Void,played 12 days ago,"4 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/8f783b079928ba52a4f37fcf6ae60c5291c52a2118c76b00db063847ac0c3f77_100.png,https://gggreplays.com//matches/153787/replay
21,Legacy of the Void,played 12 days ago,"12 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/1efda1b0a5472f324f49e80e317ddc0cea48ce8c400bc2c644600a35e0bb57f5_100.png,https://gggreplays.com//matches/153785/replay
22,Legacy of the Void,played 12 days ago,"4 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/8d82a3d419558c026bb938b11d49517cebec957ff0f0fe0bb93ffbfd4dbf0e16_100.png,https://gggreplays.com//matches/153795/replay
23,Legacy of the Void,played 14 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/8d82a3d419558c026bb938b11d49517cebec957ff0f0fe0bb93ffbfd4dbf0e16_100.png,https://gggreplays.com//matches/154057/replay
24,Legacy of the Void,played 17 days ago,"14 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/6b414fb5ce352688fcaa1afce8b6120102533855b90b7d278a331e17b98c92df_100.png,https://gggreplays.com//matches/156329/replay
25,Legacy of the Void,played 18 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/2d0a505970ab78e7eb4340282baea6015467740764d9c60f7942d3da6a9b0354_100.png,https://gggreplays.com//matches/150061/replay
26,Legacy of the Void,played 18 days ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/6b414fb5ce352688fcaa1afce8b6120102533855b90b7d278a331e17b98c92df_100.png,https://gggreplays.com//matches/150060/replay
27,Legacy of the Void,played 18 days ago,"13 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/bf50185177405546f2ef2ab3a3ddc47477f00234e91d488415e35e13daa62b9c_100.png,https://gggreplays.com//matches/150049/replay
28,Legacy of the Void,played 18 days ago,"11 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/558bd6860af17f7763b8d1c4fc5ed783eb2990e78864146d0251935206bf80a6_100.png,https://gggreplays.com//matches/150044/replay
29,Legacy of the Void,played 18 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/6b414fb5ce352688fcaa1afce8b6120102533855b90b7d278a331e17b98c92df_100.png,https://gggreplays.com//matches/150021/replay
30,Legacy of the Void,played 18 days ago,"16 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/bf50185177405546f2ef2ab3a3ddc47477f00234e91d488415e35e13daa62b9c_100.png,https://gggreplays.com//matches/149999/replay
31,Legacy of the Void,played 19 days ago,"16 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/2d0a505970ab78e7eb4340282baea6015467740764d9c60f7942d3da6a9b0354_100.png,https://gggreplays.com//matches/149994/replay
32,Legacy of the Void,played 19 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/c9d4dbbf4c98684d0df70d2d502bf0ff21edd29dffa3e3691c36c5716d5c500b_100.png,https://gggreplays.com//matches/149734/replay
33,Legacy of the Void,played 19 days ago,"18 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/851d8622b66f96681a0ac33228b1936fac01fcfc65b389d3bfe56511153bcccb_100.png,https://gggreplays.com//matches/149730/replay
34,Legacy of the Void,played 19 days ago,"3 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/bf50185177405546f2ef2ab3a3ddc47477f00234e91d488415e35e13daa62b9c_100.png,https://gggreplays.com//matches/156331/replay
35,Legacy of the Void,played 19 days ago,"22 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/c9d4dbbf4c98684d0df70d2d502bf0ff21edd29dffa3e3691c36c5716d5c500b_100.png,https://gggreplays.com//matches/149595/replay
36,Legacy of the Void,played 20 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/c9d4dbbf4c98684d0df70d2d502bf0ff21edd29dffa3e3691c36c5716d5c500b_100.png,https://gggreplays.com//matches/156413/replay
37,Legacy of the Void,played 22 days ago,"7 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/558bd6860af17f7763b8d1c4fc5ed783eb2990e78864146d0251935206bf80a6_100.png,https://gggreplays.com//matches/147850/replay
38,Legacy of the Void,played 23 days ago,"29 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/6b414fb5ce352688fcaa1afce8b6120102533855b90b7d278a331e17b98c92df_100.png,https://gggreplays.com//matches/147683/replay
39,Legacy of the Void,played 23 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/bf50185177405546f2ef2ab3a3ddc47477f00234e91d488415e35e13daa62b9c_100.png,https://gggreplays.com//matches/156330/replay
40,Legacy of the Void,played 24 days ago,"18 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/558bd6860af17f7763b8d1c4fc5ed783eb2990e78864146d0251935206bf80a6_100.png,https://gggreplays.com//matches/154113/replay
41,Legacy of the Void,played 24 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/851d8622b66f96681a0ac33228b1936fac01fcfc65b389d3bfe56511153bcccb_100.png,https://gggreplays.com//matches/146918/replay
42,Legacy of the Void,played 25 days ago,"7 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/4b8dfbc2b47ab260378ad52f5f463fa408dd4927222bc1af00ce3b1e210659e3_100.png,https://gggreplays.com//matches/146528/replay
43,Legacy of the Void,played 25 days ago,"11 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/2d0a505970ab78e7eb4340282baea6015467740764d9c60f7942d3da6a9b0354_100.png,https://gggreplays.com//matches/156353/replay
44,Legacy of the Void,played 25 days ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/2d0a505970ab78e7eb4340282baea6015467740764d9c60f7942d3da6a9b0354_100.png,https://gggreplays.com//matches/146482/replay
45,Legacy of the Void,played 26 days ago,"18 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/851d8622b66f96681a0ac33228b1936fac01fcfc65b389d3bfe56511153bcccb_100.png,https://gggreplays.com//matches/154127/replay
46,Legacy of the Void,played 26 days ago,"13 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/c9d4dbbf4c98684d0df70d2d502bf0ff21edd29dffa3e3691c36c5716d5c500b_100.png,https://gggreplays.com//matches/146625/replay
47,Legacy of the Void,played 26 days ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/c9d4dbbf4c98684d0df70d2d502bf0ff21edd29dffa3e3691c36c5716d5c500b_100.png,https://gggreplays.com//matches/146367/replay
48,Legacy of the Void,played 26 days ago,"15 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/bf50185177405546f2ef2ab3a3ddc47477f00234e91d488415e35e13daa62b9c_100.png,https://gggreplays.com//matches/146368/replay
49,Legacy of the Void,played 26 days ago,"12 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/6b414fb5ce352688fcaa1afce8b6120102533855b90b7d278a331e17b98c92df_100.png,https://gggreplays.com//matches/146369/replay
50,Legacy of the Void,played 27 days ago,"19 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/6b414fb5ce352688fcaa1afce8b6120102533855b90b7d278a331e17b98c92df_100.png,https://gggreplays.com//matches/145859/replay
51,Legacy of the Void,played 28 days ago,"3 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/851d8622b66f96681a0ac33228b1936fac01fcfc65b389d3bfe56511153bcccb_100.png,https://gggreplays.com//matches/156465/replay
52,Legacy of the Void,played 28 days ago,"4 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/558bd6860af17f7763b8d1c4fc5ed783eb2990e78864146d0251935206bf80a6_100.png,https://gggreplays.com//matches/156276/replay
53,Legacy of the Void,played 29 days ago,"15 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/145242/replay
54,Legacy of the Void,played 29 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/145166/replay
55,Legacy of the Void,played 29 days ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/145167/replay
56,Legacy of the Void,played 29 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/145162/replay
57,Legacy of the Void,played 29 days ago,"12 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/145136/replay
58,Legacy of the Void,played 29 days ago,"23 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/e4be2d2d09d26816ed4831f376b96cf87dc56f15cbc62b9cd401e79ccfbfda15_100.png,https://gggreplays.com//matches/145125/replay
59,Legacy of the Void,played 29 days ago,"5 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/145118/replay
60,Legacy of the Void,played 30 days ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/144680/replay
61,Legacy of the Void,played 30 days ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/144677/replay
62,Legacy of the Void,played about 1 month ago,"14 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/144599/replay
63,Legacy of the Void,played about 1 month ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/e4be2d2d09d26816ed4831f376b96cf87dc56f15cbc62b9cd401e79ccfbfda15_100.png,https://gggreplays.com//matches/144600/replay
64,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/144585/replay
65,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/a63727e5fe3df5f701d6344c861fbb607c1d97eef28df9900d1932262afe689f_100.png,https://gggreplays.com//matches/144583/replay
66,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/a63727e5fe3df5f701d6344c861fbb607c1d97eef28df9900d1932262afe689f_100.png,https://gggreplays.com//matches/144576/replay
67,Legacy of the Void,played about 1 month ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/144572/replay
68,Legacy of the Void,played about 1 month ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/144432/replay
69,Legacy of the Void,played about 1 month ago,"7 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/144412/replay
70,Legacy of the Void,played about 1 month ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/144411/replay
71,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/144408/replay
72,Legacy of the Void,played about 1 month ago,"5 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/144233/replay
73,Legacy of the Void,played about 1 month ago,"4 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/144213/replay
74,Legacy of the Void,played about 1 month ago,"7 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/144214/replay
75,Legacy of the Void,played about 1 month ago,"4 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/144216/replay
76,Legacy of the Void,played about 1 month ago,"4 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/144217/replay
77,Legacy of the Void,played about 1 month ago,"3 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/144218/replay
78,Legacy of the Void,played about 1 month ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/144219/replay
79,Legacy of the Void,played about 1 month ago,"5 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/a63727e5fe3df5f701d6344c861fbb607c1d97eef28df9900d1932262afe689f_100.png,https://gggreplays.com//matches/144193/replay
80,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/a63727e5fe3df5f701d6344c861fbb607c1d97eef28df9900d1932262afe689f_100.png,https://gggreplays.com//matches/144194/replay
81,Legacy of the Void,played about 1 month ago,"17 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/146720/replay
82,Legacy of the Void,played about 1 month ago,"16 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/146409/replay
83,Legacy of the Void,played about 1 month ago,"12 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/143345/replay
84,Legacy of the Void,played about 1 month ago,"15 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/e4be2d2d09d26816ed4831f376b96cf87dc56f15cbc62b9cd401e79ccfbfda15_100.png,https://gggreplays.com//matches/142699/replay
85,Legacy of the Void,played about 1 month ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/88ac0de0cea0bfeaa2bc89bcb55700e138abbd5c7196c73a2be7f079ceb0f65c_100.png,https://gggreplays.com//matches/142698/replay
86,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/1bf93d51c3ce1dc96c02198976c10607e898301e797488ccb1764634e00b7f1a_100.png,https://gggreplays.com//matches/142694/replay
87,Legacy of the Void,played about 1 month ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/142696/replay
88,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/88ac0de0cea0bfeaa2bc89bcb55700e138abbd5c7196c73a2be7f079ceb0f65c_100.png,https://gggreplays.com//matches/142697/replay
89,Legacy of the Void,played about 1 month ago,"7 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/df3c9c04a590c3e40e3f6f1e2775065c265adc247055ed07f345fed80282ae5e_100.png,https://gggreplays.com//matches/142656/replay
90,Legacy of the Void,played about 1 month ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/146729/replay
91,Legacy of the Void,played about 1 month ago,"6 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/88ac0de0cea0bfeaa2bc89bcb55700e138abbd5c7196c73a2be7f079ceb0f65c_100.png,https://gggreplays.com//matches/142479/replay
92,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/142481/replay
93,Legacy of the Void,played about 1 month ago,"12 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/142478/replay
94,Legacy of the Void,played about 1 month ago,"12 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/143958/replay
95,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/88ac0de0cea0bfeaa2bc89bcb55700e138abbd5c7196c73a2be7f079ceb0f65c_100.png,https://gggreplays.com//matches/142419/replay
96,Legacy of the Void,played about 1 month ago,"11 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/1bf93d51c3ce1dc96c02198976c10607e898301e797488ccb1764634e00b7f1a_100.png,https://gggreplays.com//matches/142416/replay
97,Legacy of the Void,played about 1 month ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/142400/replay
98,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/142388/replay
99,Legacy of the Void,played about 1 month ago,"5 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/142373/replay
100,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/a63727e5fe3df5f701d6344c861fbb607c1d97eef28df9900d1932262afe689f_100.png,https://gggreplays.com//matches/142368/replay
101,Legacy of the Void,played about 1 month ago,"13 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/142372/replay
102,Legacy of the Void,played about 1 month ago,"3 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/142371/replay
103,Legacy of the Void,played about 1 month ago,"18 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/1bf93d51c3ce1dc96c02198976c10607e898301e797488ccb1764634e00b7f1a_100.png,https://gggreplays.com//matches/142333/replay
104,Legacy of the Void,played about 1 month ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/1bf93d51c3ce1dc96c02198976c10607e898301e797488ccb1764634e00b7f1a_100.png,https://gggreplays.com//matches/146126/replay
105,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/610fa1f2ae4a135590b63b2a091f1a880e3f20e30bc02c268e79c77da42d5a70_100.png,https://gggreplays.com//matches/142335/replay
106,Legacy of the Void,played about 1 month ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/1bf93d51c3ce1dc96c02198976c10607e898301e797488ccb1764634e00b7f1a_100.png,https://gggreplays.com//matches/146122/replay
107,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/88ac0de0cea0bfeaa2bc89bcb55700e138abbd5c7196c73a2be7f079ceb0f65c_100.png,https://gggreplays.com//matches/142338/replay
108,Legacy of the Void,played about 1 month ago,"7 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/803a1f184fd58b5d9b4ae5179ffb4a087d19235f0bfa2acfbc6d4e2e8102b2ed_100.png,https://gggreplays.com//matches/142336/replay
109,Legacy of the Void,played about 1 month ago,"10 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/142146/replay
110,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/142076/replay
111,Legacy of the Void,played about 1 month ago,"8 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/e4be2d2d09d26816ed4831f376b96cf87dc56f15cbc62b9cd401e79ccfbfda15_100.png,https://gggreplays.com//matches/142075/replay
112,Legacy of the Void,played about 1 month ago,"9 min game
          
        ",http://ggg-us-minimaps-dev.s3.amazonaws.com/07a2e721acacce3ef73477c68216232670a8433c891f3cd25a881c459a882d73_100.png,https://gggreplays.com//matches/142077/replay
